1280	Futura Open Market	\N
1281	Tor / Pinnacle	\N
1283	UWA Press	299450
1284	Monarch Books	\N
1287	Duell, Sloan and Pearce	\N
1288	Meredith Press	\N
1291	Bowling Green State University Popular Press	\N
1292	First Books & Old Earth Books	332178
1293	Banyan Tree Books	\N
1295	AK Press	136543
1296	Aegina Press	\N
1297	Times Books	\N
1298	Zondervan	\N
1299	Dark Horse Comics	\N
1300	Canaveral Press	\N
1301	Mayhaven Publishing	\N
1303	Robert M. McBride & Company	199079
1304	Seal Press	\N
1305	Borzoi / Alfred A. Knopf	\N
1309	Spain: Nebula	\N
1310	The Nutmeg Point District Mail	\N
1312	San Francisco: Anamnesis Press	\N
1313	St. Martin's Minotaur	308288
1314	Joseph Jones	147379
1316	Fontana Lions	\N
1317	Jayde Design	\N
1319	Souvenir Press	\N
1320	Charles F. Miller	\N
1328	Trident	\N
1330	Big Engine	136385
1332	BBC Children's Books	\N
1336	Lion Library	\N
1337	Tree Frog Press	176098
1338	Castillo International	\N
1341	Arkana	\N
1344	Devora Publishing	\N
1345	Mir	360032
1347	Pacer Books for Young Adults / Berkley Books	\N
1348	Flagship	\N
1349	Fenham Publishing	\N
1350	Horwitz	141729
1353	Roundtable Publishing	\N
1357	American Association of Physics Teachers	\N
1358	Tanjen	\N
1363	Curtis Books	304512
1365	Janus	509862
1368	Hill House	\N
1373	Doubleday / Transworld (UK)	\N
1376	Van Nostrand Reinhold	\N
1378	Packard & Co.	148136
1380	Bison Books	154564
1381	Scarecrow Press	\N
1382	Robinson Children's Books	\N
1386	Twayne Publishers	\N
1388	Oswald Train	\N
1390	Priapus Poets	\N
1393	Collins, Toronto	\N
1395	Marlowe & Company	\N
1397	Archway UK	\N
1399	Dorrance Publishing	\N
1400	University Press of Mississippi	\N
1403	University of Iowa Press	\N
1406	Brooks Air Force Base, Tex.	\N
1408	Charterhouse	\N
1412	Regency Books	\N
1414	New Victoria Publishers	\N
1416	Grove Weidenfeld	\N
1417	Addison-Wesley	\N
1418	Gummerus	143554
1422	Concordia	\N
1425	Princeton University Press	\N
1428	Midnight Classics	\N
1430	Europa-Verlag	\N
1431	iUniverse.com	179251
1433	Bouregy & Curl	\N
1434	Meridian House	\N
1435	Black Mesa Press	\N
1438	Abelard-Schuman	\N
1440	Maxwell MacMillan Canada	\N
1443	Green Nebula	\N
1444	Write Way	204106
1445	Lion Press	\N
1446	Pennycorner Press	\N
1448	Northwest Publishing	\N
1449	Aurum Press	248599
1450	Bookman Publishing (Australia)	\N
1451	Soft Skull Press	\N
1456	Peacock Press / Bantam	\N
1457	Ungar	\N
1458	The Donning Company	0
1460	Modern Library	291904
1462	Running Press	246565
1464	Pickering & Chatto	\N
1465	Purnell	\N
1467	American Independent Press	\N
1468	Galactic Central Publications	\N
1469	Mysterious Press	\N
1470	Hounslow Press	\N
1473	Merlin Press	\N
1476	Hodder Feature	\N
1478	Atlas Publishing and Distribution Co. Ltd	0
1480	Simetria Portugal	\N
1485	Oxford Book Co.	\N
1487	Newcastle/Greenbriar	\N
1488	Seabury Press	\N
1491	Bobbs-Merrill Company	\N
1492	George Braziller	\N
1493	Possev	144083
1494	Penumbra Press	\N
1495	Pal Books	\N
1498	Aladdin	\N
1501	F. V. White and Co.	201680
1503	Cane Hill	\N
1504	Synapse	\N
1506	Strait-Jacket Publications	\N
1509	WCS Books	\N
1511	Creation House	\N
1512	Holiday House	163965
1516	Triton Books	\N
1518	Hart-Davis	\N
1520	Kestrel Books / Penguin (UK)	\N
1521	Marshall Cavendish	203904
1523	Beaufort Books	\N
1525	Yearling	\N
1526	HarperMonogram	\N
1527	Ash-Tree Press	\N
1528	Revenant Press	\N
1532	Center for Studies in Australian Literature	\N
1534	Delphic Publications	\N
1540	Clockwork Storybook	\N
1544	Corroboree	\N
1545	Bonanza Books / Crown Publishers	\N
1549	Necro Publications	\N
1551	Farthest Star	\N
1552	Unnameable Press	201440
1553	Overlook Connection Press	\N
1558	Three Star Books	\N
1559	TZ Publications, Inc.	\N
1563	Chronicle Books	\N
1567	Morrow Junior Books	\N
1571	MU Press	\N
1573	M. Evans and Company	\N
1574	Black Heron Press	\N
1575	International Wizard of Oz Club	\N
1576	Mugster Press	\N
1578	Harper Colophon	\N
1585	Granta Books & Penguin	200164
1587	Harrap	\N
1588	Arthur A. Levine Books	247699
1589	Bald Mountain Books	\N
1591	Candlewick Press	414580
1592	Fantail	\N
1593	Tandem	\N
1594	The Do-Not Press	141782
1595	Minerva	\N
1597	Rising Tide Press	\N
1598	Scream/Press	\N
1600	Neville Spearman	\N
1603	Soho Press	333834
1604	Dolphin / Orion Children's Books	\N
1606	W. Paul Ganley	138765
1607	Whispers Press	\N
1608	Viking	221770
1609	Ocean View Books	\N
1611	London: Daily Telegraph	\N
1619	WSFA Press	\N
1620	Four Winds Press	\N
1624	Black Library / BL Publishing (US)	\N
1627	Collectors Press	\N
1629	Facts on File	\N
1635	Watkins	\N
1637	University of Texas Press	\N
1641	Catbird Press	\N
1646	Scholastic Press UK	\N
1649	Louisiana State University Press	\N
1650	Yarrow Press	\N
1653	Nistri Lischi Editori	\N
1655	Seven Stories Press	\N
1656	Hastings House	\N
1657	Branden Books	\N
